ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10365064,HZ100370,12/31/2015 11:59:00 PM,075XX S EMERALD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,621,6,17,68,14,1172605,1854931,2015,01/07/2016 16:14,41.75736652,-87.64299285,"(41.757366519, -87.642992854)"
10364662,HZ100006,12/31/2015 11:55:00 PM,079XX S STONY ISLAND AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,411,4,8,45,04B,1188223,1852840,2015,01/07/2016 16:14,41.75127045,-87.58582237,"(41.751270452, -87.585822373)"
10364740,HZ100010,12/31/2015 11:50:00 PM,024XX W FARGO AVE,820,THEFT,$500 AND UNDER,APARTMENT,false,false,2411,24,50,2,6,1158878,1949369,2015,01/07/2016 16:14,42.01680417,-87.69070866,"(42.016804165, -87.690708662)"
10364683,HZ100002,12/31/2015 11:50:00 PM,037XX N CLARK ST,460,BATTERY,SIMPLE,SIDEWALK,true,false,1923,19,44,6,08B,1167786,1925033,2015,01/07/2016 16:14,41.94983736,-87.6586351,"(41.949837364, -87.658635101)"
10365005,HZ100487,12/31/2015 11:45:00 PM,001XX E WACKER DR,820,THEFT,$500 AND UNDER,STREET,false,false,114,1,42,32,6,1177683,1902638,2015,01/07/2016 16:14,41.88816513,-87.62293721,"(41.888165132, -87.622937212)"
10365142,HZ100722,12/31/2015 11:45:00 PM,001XX E WACKER DR,880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,114,1,42,32,6,1177683,1902638,2015,01/07/2016 16:14,41.88816513,-87.62293721,"(41.888165132, -87.622937212)"
10366580,HZ102701,12/31/2015 11:45:00 PM,050XX W CONCORD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2533,25,37,25,14,1142595,1910502,2015,01/07/2016 16:14,41.91046968,-87.75159738,"(41.910469677, -87.751597381)"
10364809,HZ100034,12/31/2015 11:42:00 PM,004XX E RANDOLPH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,false,true,114,1,42,32,26,1179325,1901333,2015,01/07/2016 16:14,41.88454669,-87.61694731,"(41.884546689, -87.616947314)"
10364668,HY556628,12/31/2015 11:41:00 PM,048XX S JUSTINE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,933,9,20,61,26,1166823,1872564,2015,01/07/2016 16:14,41.80587905,-87.6636798,"(41.805879049, -87.663679798)"
10364943,HZ100396,12/31/2015 11:30:00 PM,003XX W 25TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,914,9,11,34,14,1174442,1887387,2015,01/07/2016 16:14,41.84638837,-87.63529456,"(41.846388365, -87.635294564)"
10365307,HZ100778,12/31/2015 11:30:00 PM,059XX W WABANSIA AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,2531,25,29,25,3,1136744,1910696,2015,01/07/2016 16:14,41.91110892,-87.77308742,"(41.911108919, -87.773087417)"
10364834,HZ100276,12/31/2015 11:30:00 PM,015XX S MORGAN ST,820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1232,12,25,28,6,1170163,1892555,2015,01/07/2016 16:14,41.86066416,-87.65084743,"(41.860664155, -87.650847428)"
10389156,HZ125932,12/31/2015 11:30:00 PM,026XX S INDIANA AVE,460,BATTERY,SIMPLE,OTHER,false,false,133,1,2,35,08B,1178035,1886949,2015,01/28/2016 03:54:45 PM,41.84510557,-87.62212189,"(41.845105566, -87.622121892)"
10366281,HZ102196,12/31/2015 11:30:00 PM,090XX S HOUSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,424,4,10,46,08B,1198092,1845668,2015,01/07/2016 16:14,41.73134897,-87.54989736,"(41.731348966, -87.549897359)"
10365158,HZ100762,12/31/2015 11:30:00 PM,035XX N SOUTHPORT AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1922,19,44,6,6,1166346,1923429,2015,01/07/2016 16:14,41.9454669,-87.66397439,"(41.945466899, -87.663974392)"
10364865,HZ100298,12/31/2015 11:30:00 PM,038XX W POLK ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1133,11,24,26,7,1150895,1896091,2015,01/07/2016 16:14,41.87076587,-87.72148356,"(41.870765874, -87.721483556)"
10364679,HZ100003,12/31/2015 11:26:00 PM,047XX S WESTERN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARKING LOT/GARAGE(NON.RESID.),true,false,922,9,12,58,15,1161164,1873304,2015,01/10/2016 08:18,41.80802882,-87.68441446,"(41.808028819, -87.684414463)"
10364822,HY556627,12/31/2015 11:25:00 PM,047XX N KNOX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1722,17,45,16,08B,1144516,1931041,2015,01/07/2016 16:14,41.96679462,-87.74402158,"(41.966794623, -87.744021578)"
10368540,HZ103732,12/31/2015 11:20:00 PM,038XX W 55TH PL,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,822,8,23,62,2,1151817,1867521,2015,01/15/2016 11:08:45 AM,41.79234797,-87.71884885,"(41.792347974, -87.718848846)"
10364661,HY556625,12/31/2015 11:16:00 PM,071XX S CAMPBELL AVE,560,ASSAULT,SIMPLE,APARTMENT,true,true,832,8,18,66,08A,1160946,1857141,2015,01/15/2016 11:08:45 AM,41.76367988,-87.68566059,"(41.763679876, -87.685660592)"
10364677,HZ100016,12/31/2015 11:15:00 PM,008XX E 90TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,633,6,8,44,14,1183357,1845147,2015,01/07/2016 16:14,41.73027464,-87.60389261,"(41.730274644, -87.603892613)"
10364843,HZ100245,12/31/2015 11:15:00 PM,024XX W CHICAGO AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1221,12,1,24,5,1160094,1905257,2015,01/07/2016 16:14,41.89573331,-87.68745748,"(41.895733305, -87.687457479)"
10364742,HY556615,12/31/2015 11:15:00 PM,0000X E 118TH ST,460,BATTERY,SIMPLE,SIDEWALK,false,true,532,5,9,53,08B,1178571,1826736,2015,01/07/2016 16:14,41.67986229,-87.62198222,"(41.679862289, -87.621982218)"
10364676,HY556605,12/31/2015 11:07:00 PM,085XX S MORGAN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,613,6,21,71,15,1171142,1848105,2015,01/10/2016 08:18,41.73866716,-87.64855362,"(41.73866716, -87.64855362)"
10364670,HY556626,12/31/2015 11:05:00 PM,017XX E 91ST PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,413,4,8,48,08B,1189446,1844650,2015,01/07/2016 16:14,41.72876706,-87.58160291,"(41.728767059, -87.581602911)"
10365112,HZ100497,12/31/2015 11:00:00 PM,008XX W 76TH ST,810,THEFT,OVER $500,STREET,false,false,621,6,17,71,6,1172166,1854464,2015,01/07/2016 16:14,41.75609467,-87.64461542,"(41.756094667, -87.644615424)"
10365351,HZ100922,12/31/2015 11:00:00 PM,063XX S WASHTENAW AVE,890,THEFT,FROM BUILDING,RESIDENCE,false,false,825,8,15,66,6,1159469,1862400,2015,01/07/2016 16:14,41.77814173,-87.69093018,"(41.778141727, -87.690930179)"
10365127,HZ100676,12/31/2015 11:00:00 PM,054XX N LINCOLN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,POLICE FACILITY/VEH PARKING LOT,false,false,2011,20,40,4,14,1158435,1935858,2015,01/07/2016 16:14,41.97973859,-87.69271075,"(41.979738594, -87.692710749)"
10373740,HZ109920,12/31/2015 11:00:00 PM,010XX W ARGYLE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESTAURANT,false,false,2024,20,48,3,14,1168196,1933581,2015,01/15/2016 11:08:45 AM,41.97328451,-87.65687994,"(41.973284511, -87.656879944)"
10364980,HZ100413,12/31/2015 11:00:00 PM,071XX S FRANCISCO AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,831,8,18,66,5,1158274,1857145,2015,01/07/2016 16:14,41.76374564,-87.69545401,"(41.763745644, -87.695454012)"
10364647,HY556606,12/31/2015 10:53:00 PM,087XX S EXCHANGE AVE,560,ASSAULT,SIMPLE,APARTMENT,false,true,423,4,10,46,08A,1197281,1847652,2015,01/07/2016 16:14,41.73681344,-87.55280238,"(41.73681344, -87.552802376)"
10364669,HY556604,12/31/2015 10:48:00 PM,047XX W HARRISON ST,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,false,false,1131,11,24,25,3,1144812,1896930,2015,01/07/2016 16:14,41.873185,-87.74379543,"(41.873185004, -87.743795434)"
10364643,HY556600,12/31/2015 10:46:00 PM,017XX N LAWNDALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2535,25,26,22,08B,1151444,1911270,2015,01/07/2016 16:14,41.91240785,-87.71906902,"(41.912407848, -87.719069023)"
10364657,HY556621,12/31/2015 10:45:00 PM,023XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1225,12,2,28,08B,1160870,1898642,2015,01/07/2016 16:14,41.87756511,-87.68479102,"(41.877565108, -87.68479102)"
10364651,HY556598,12/31/2015 10:36:00 PM,028XX E 79TH ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,422,4,7,46,26,1196639,1853138,2015,01/07/2016 16:14,41.7518834,-87.55497261,"(41.751883401, -87.554972608)"
10369179,HZ105282,12/31/2015 10:30:00 PM,024XX N LINCOLN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BAR OR TAVERN,false,false,1932,19,43,7,11,1170316,1916379,2015,01/15/2016 11:08:45 AM,41.92603539,-87.6495889,"(41.926035394, -87.649588902)"
10366635,HZ102814,12/31/2015 10:30:00 PM,043XX W 25TH PL,820,THEFT,$500 AND UNDER,APARTMENT,false,false,1013,10,22,30,6,1148043,1886703,2015,01/07/2016 16:14,41.84505934,-87.73219564,"(41.845059335, -87.732195643)"
10365042,HY556599,12/31/2015 10:30:00 PM,017XX W 87TH ST,460,BATTERY,SIMPLE,RESTAURANT,false,false,2221,22,21,71,08B,1166050,1846996,2015,01/07/2016 16:14,41.73573357,-87.66724113,"(41.735733569, -87.667241126)"
10364798,HZ100104,12/31/2015 10:30:00 PM,066XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,322,3,20,69,08B,1178078,1861132,2015,01/07/2016 16:14,41.77426047,-87.62274747,"(41.774260472, -87.622747468)"
10369435,HZ105556,12/31/2015 10:30:00 PM,049XX W DIVERSEY AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,2521,25,31,19,2,1142878,1918162,2015,01/15/2016 11:08:45 AM,41.93148424,-87.75036644,"(41.931484241, -87.750366435)"
10364648,HY556613,12/31/2015 10:20:00 PM,015XX E 67TH PL,460,BATTERY,SIMPLE,APARTMENT,false,false,332,3,5,43,08B,1187757,1860542,2015,01/07/2016 16:14,41.77241653,-87.58728523,"(41.772416526, -87.587285227)"
10364646,HY556592,12/31/2015 10:16:00 PM,070XX S LAFLIN ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,734,7,17,67,04B,1167549,1858150,2015,01/07/2016 16:14,41.76630973,-87.66143022,"(41.766309726, -87.661430223)"
10365044,HY556601,12/31/2015 10:16:00 PM,111XX S PEORIA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,2233,22,34,75,14,1172307,1830953,2015,01/07/2016 16:14,41.69157405,-87.64478786,"(41.691574047, -87.644787857)"
10365421,HZ101109,12/31/2015 10:15:00 PM,087XX S DR MARTIN LUTHER KING JR DR,880,THEFT,PURSE-SNATCHING,GAS STATION,false,false,632,6,6,44,6,1180438,1847310,2015,01/07/2016 16:14,41.73627756,-87.61451956,"(41.73627756, -87.614519556)"
10364663,HY556596,12/31/2015 10:13:00 PM,034XX W 76TH PL,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,OTHER,false,false,835,8,18,70,7,1154791,1853787,2015,01/07/2016 16:14,41.75460092,-87.70830952,"(41.754600923, -87.70830952)"
10365062,HZ100444,12/31/2015 10:10:00 PM,039XX W BELDEN AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2525,25,30,22,3,1149487,1914993,2015,01/07/2016 16:14,41.92266234,-87.72616174,"(41.922662343, -87.72616174)"
10364644,HY556587,12/31/2015 10:10:00 PM,055XX W NORTH AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,TAVERN/LIQUOR STORE,false,false,2532,25,37,25,10,1138925,1910082,2015,01/07/2016 16:14,41.90938466,-87.76508999,"(41.90938466, -87.765089988)"
10364656,HY556590,12/31/2015 10:05:00 PM,032XX W EVERGREEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1422,14,26,23,08B,1154580,1908798,2015,01/07/2016 16:14,41.90556225,-87.70761439,"(41.905562254, -87.707614386)"
10365293,HZ100914,12/31/2015 10:00:00 PM,011XX W PATTERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1923,19,44,6,5,1167942,1924393,2015,01/07/2016 16:14,41.94807781,-87.6580802,"(41.948077806, -87.658080201)"
10365131,HZ100691,12/31/2015 10:00:00 PM,082XX S MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,614,6,21,71,14,1166773,1850154,2015,01/07/2016 16:14,41.7443842,-87.6645024,"(41.744384196, -87.6645024)"
10366360,HZ102406,12/31/2015 10:00:00 PM,041XX W 21ST PL,810,THEFT,OVER $500,RESIDENCE,false,false,1012,10,24,29,6,1149215,1889438,2015,01/07/2016 16:14,41.85254193,-87.72782374,"(41.852541931, -87.727823737)"
10365625,HZ101349,12/31/2015 10:00:00 PM,021XX W BELMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CLEANING STORE,false,false,1931,19,32,5,14,1161525,1921229,2015,01/07/2016 16:14,41.93953191,-87.68175605,"(41.939531913, -87.681756046)"
10364690,HZ100026,12/31/2015 10:00:00 PM,023XX S MILLARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1013,10,22,30,14,1152403,1888309,2015,01/07/2016 16:14,41.84938154,-87.71615251,"(41.849381535, -87.716152507)"
10365032,HZ100501,12/31/2015 10:00:00 PM,070XX S PARNELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,732,7,6,68,14,1173834,1858320,2015,01/07/2016 16:14,41.76663919,-87.63838842,"(41.766639191, -87.638388421)"
10365085,HZ100623,12/31/2015 10:00:00 PM,042XX W BELMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1731,17,31,16,14,1147781,1920945,2015,01/07/2016 16:14,41.93902814,-87.73227687,"(41.939028144, -87.732276874)"
10371729,HZ107501,12/31/2015 10:00:00 PM,016XX W LE MOYNE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,1433,14,1,24,11,1165134,1910166,2015,01/15/2016 11:08:45 AM,41.90909834,-87.66880706,"(41.909098342, -87.668807056)"
10370048,HZ105046,12/31/2015 10:00:00 PM,056XX S CALUMET AVE,820,THEFT,$500 AND UNDER,STREET,false,false,231,2,20,40,6,1179447,1867647,2015,01/15/2016 11:08:45 AM,41.79210712,-87.61753019,"(41.792107119, -87.617530185)"
10369070,HZ104021,12/31/2015 10:00:00 PM,015XX W 17TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1233,12,25,31,08B,1166388,1891819,2015,01/15/2016 11:08:45 AM,41.85872602,-87.66472556,"(41.858726016, -87.664725558)"
10366472,HZ102536,12/31/2015 10:00:00 PM,010XX N LAWLER AVE,820,THEFT,$500 AND UNDER,STREET,false,false,1531,15,37,25,6,1142505,1906405,2015,01/07/2016 16:14,41.89922872,-87.75203,"(41.899228723, -87.752030004)"
10365755,HZ101529,12/31/2015 10:00:00 PM,014XX S BLUE ISLAND AVE,890,THEFT,FROM BUILDING,APARTMENT,false,false,1232,12,25,28,6,1168627,1893531,2015,01/15/2016 12:18:25 PM,41.86337575,-87.65645745,"(41.863375747, -87.656457451)"
10364950,HZ100382,12/31/2015 10:00:00 PM,005XX N UNION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1214,12,27,24,14,1171436,1903879,2015,01/07/2016 16:14,41.89171014,-87.64584162,"(41.891710139, -87.645841619)"
10365410,HZ101058,12/31/2015 10:00:00 PM,046XX S SAWYER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,821,8,14,58,26,1155482,1873787,2015,01/07/2016 16:14,41.80947007,-87.70524181,"(41.809470074, -87.705241811)"
10364951,HZ100437,12/31/2015 10:00:00 PM,060XX S WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,714,7,15,67,14,1164722,1864632,2015,01/07/2016 16:14,41.78415733,-87.67160942,"(41.784157326, -87.671609424)"
10368053,HZ104111,12/31/2015 10:00:00 PM,006XX E 64TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,312,3,20,42,7,1181477,1862711,2015,01/07/2016 16:14,41.77851566,-87.61023879,"(41.778515657, -87.610238794)"
10364816,HY556584,12/31/2015 09:50:00 PM,076XX S DREXEL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,624,6,8,69,08B,1183557,1854474,2015,01/07/2016 16:14,41.75586429,-87.60286992,"(41.755864287, -87.602869924)"
10364817,HY556578,12/31/2015 09:50:00 PM,080XX S DAMEN AVE,560,ASSAULT,SIMPLE,STREET,false,true,611,6,18,71,08A,1164422,1851522,2015,01/07/2016 16:14,41.74818801,-87.67307831,"(41.748188011, -87.673078306)"
10364660,HY556575,12/31/2015 09:49:00 PM,085XX S ESCANABA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,423,4,10,46,08B,1196965,1848951,2015,01/07/2016 16:14,41.74038586,-87.55391697,"(41.740385857, -87.553916974)"
